FL_DATE,ORIGIN_CITY_NAME,DEST_CITY_NAME,DEST_STATE_NM,DEP_DELAY,ARR_DELAY
11/19/2022,"New York, NY","Fayetteville, AR",Arkansas,-9,1
11/19/2022,"Rochester, NY","Atlanta, GA",Georgia,-2,5
11/19/2022,"Rochester, NY","Atlanta, GA",Georgia,-1,4
11/19/2022,"Rochester, NY","Boston, MA",Massachusetts,-1,7
11/19/2022,"Rochester, NY","Baltimore, MD",Maryland,-6,-7
11/19/2022,"Rochester, NY","Baltimore, MD",Maryland,-3,6
11/19/2022,"Rochester, NY","Baltimore, MD",Maryland,11,5
11/19/2022,"Rochester, NY","Charlotte, NC",North Carolina,-11,-5
11/19/2022,"Rochester, NY","Charlotte, NC",North Carolina,-11,-1
11/19/2022,"Rochester, NY","Charlotte, NC",North Carolina,-4,-10
11/19/2022,"Rochester, NY","Washington, DC",Virginia,-1,-5
11/19/2022,"Rochester, NY","Washington, DC",Virginia,24,14
11/19/2022,"Rochester, NY","Detroit, MI",Michigan,-6,-14
11/19/2022,"Rochester, NY","Detroit, MI",Michigan,6,-4
11/19/2022,"Rochester, NY","Newark, NJ",New Jersey,-5,-14
11/19/2022,"Rochester, NY","New York, NY",New York,-16,-15
11/19/2022,"Rochester, NY","New York, NY",New York,-9,-21
11/19/2022,"Rochester, NY","New York, NY",New York,-5,-12
11/19/2022,"Rochester, NY","New York, NY",New York,-1,-15
11/19/2022,"Rochester, NY","New York, NY",New York,4,15
11/19/2022,"Rochester, NY","New York, NY",New York,14,5
11/19/2022,"Rochester, NY","New York, NY",New York,-5,-20
11/19/2022,"Rochester, NY","Orlando, FL",Florida,-2,1
11/19/2022,"Rochester, NY","Orlando, FL",Florida,20,7
11/19/2022,"Rochester, NY","Chicago, IL",Illinois,15,9
11/19/2022,"Rochester, NY","Miami, FL",Florida,-4,19
11/19/2022,"Rochester, NY","Chicago, IL",Illinois,-5,-4
11/19/2022,"Rochester, NY","Chicago, IL",Illinois,-3,-8
11/19/2022,"Rochester, NY","Punta Gorda, FL",Florida,40,51
11/19/2022,"Rochester, NY","Tampa, FL",Florida,6,16
11/19/2022,"Rochester, NY","Tampa, FL",Florida,10,26
11/19/2022,"Newburgh/Poughkeepsie, NY","Sanford, FL",Florida,-15,-9
11/19/2022,"Syracuse, NY","Atlanta, GA",Georgia,-8,-13
11/19/2022,"Syracuse, NY","Atlanta, GA",Georgia,-3,15
11/19/2022,"Syracuse, NY","Baltimore, MD",Maryland,-3,-6
11/19/2022,"Syracuse, NY","Baltimore, MD",Maryland,0,7
11/19/2022,"Syracuse, NY","Baltimore, MD",Maryland,6,-12
11/19/2022,"Syracuse, NY","Charlotte, NC",North Carolina,-1,5
11/19/2022,"Syracuse, NY","Charlotte, NC",North Carolina,6,-3
11/19/2022,"Syracuse, NY","Charlotte, NC",North Carolina,1235,1239
11/19/2022,"Syracuse, NY","Washington, DC",Virginia,-9,-10
11/19/2022,"Syracuse, NY","Washington, DC",Virginia,-1,10
11/19/2022,"Syracuse, NY","Denver, CO",Colorado,20,-4
11/19/2022,"Syracuse, NY","Dallas/Fort Worth, TX",Texas,18,27
11/19/2022,"Syracuse, NY","Detroit, MI",Michigan,-5,-20
11/19/2022,"Syracuse, NY","Detroit, MI",Michigan,-5,-5
11/19/2022,"Syracuse, NY","Detroit, MI",Michigan,0,-6
11/19/2022,"Syracuse, NY","Newark, NJ",New Jersey,-10,-38
11/19/2022,"Syracuse, NY","Newark, NJ",New Jersey,-6,-42
11/19/2022,"Syracuse, NY","Fort Lauderdale, FL",Florida,65,78
11/19/2022,"Syracuse, NY","New York, NY",New York,-8,-19
11/19/2022,"Syracuse, NY","New York, NY",New York,-5,-8
11/19/2022,"Syracuse, NY","New York, NY",New York,-5,-6
11/19/2022,"Syracuse, NY","New York, NY",New York,0,-12
11/19/2022,"Syracuse, NY","New York, NY",New York,0,-4
11/19/2022,"Syracuse, NY","New York, NY",New York,1,-11
11/19/2022,"Syracuse, NY","New York, NY",New York,2,-12
11/19/2022,"Syracuse, NY","New York, NY",New York,7,-10
11/19/2022,"Syracuse, NY","Orlando, FL",Florida,19,34
11/19/2022,"Syracuse, NY","Orlando, FL",Florida,30,40
11/19/2022,"Syracuse, NY","Miami, FL",Florida,-7,-1
11/19/2022,"Syracuse, NY","Chicago, IL",Illinois,-7,-14
11/19/2022,"Syracuse, NY","Chicago, IL",Illinois,-2,-22
11/19/2022,"Syracuse, NY","Chicago, IL",Illinois,33,25
11/19/2022,"Syracuse, NY","Chicago, IL",Illinois,37,23
11/19/2022,"Syracuse, NY","St. Petersburg, FL",Florida,-6,8
11/19/2022,"Syracuse, NY","Sarasota/Bradenton, FL",Florida,13,37
11/20/2022,"Albany, NY","Atlanta, GA",Georgia,-2,-10
11/20/2022,"Albany, NY","Atlanta, GA",Georgia,0,4
11/20/2022,"Albany, NY","Atlanta, GA",Georgia,7,47
11/20/2022,"Albany, NY","Baltimore, MD",Maryland,-7,-18
11/20/2022,"Albany, NY","Baltimore, MD",Maryland,-5,-12
11/20/2022,"Albany, NY","Baltimore, MD",Maryland,-3,-8
11/20/2022,"Albany, NY","Baltimore, MD",Maryland,3,-4
11/20/2022,"Albany, NY","Charlotte, NC",North Carolina,-10,-17
11/20/2022,"Albany, NY","Charlotte, NC",North Carolina,29,14
11/20/2022,"Albany, NY","Charlotte, NC",North Carolina,41,72
11/20/2022,"Albany, NY","Washington, DC",Virginia,NA,NA
11/20/2022,"Albany, NY","Washington, DC",Virginia,-4,-4
11/20/2022,"Albany, NY","Washington, DC",Virginia,4,20
11/20/2022,"Albany, NY","Detroit, MI",Michigan,-3,-11
11/20/2022,"Albany, NY","Detroit, MI",Michigan,-3,-10
11/20/2022,"Albany, NY","Detroit, MI",Michigan,2,-13
11/20/2022,"Albany, NY","Detroit, MI",Michigan,4,-4
11/20/2022,"Albany, NY","Newark, NJ",New Jersey,-13,11
11/20/2022,"Albany, NY","Newark, NJ",New Jersey,-3,-13
11/20/2022,"Albany, NY","Fort Lauderdale, FL",Florida,-8,41
11/20/2022,"Albany, NY","New York, NY",New York,22,19
11/20/2022,"Albany, NY","New York, NY",New York,65,93
11/20/2022,"Albany, NY","New York, NY",New York,70,77
11/20/2022,"Albany, NY","Orlando, FL",Florida,-3,3
11/20/2022,"Albany, NY","Orlando, FL",Florida,105,128
11/20/2022,"Albany, NY","Chicago, IL",Illinois,-8,-3
11/20/2022,"Albany, NY","Chicago, IL",Illinois,-1,-12
11/20/2022,"Albany, NY","Chicago, IL",Illinois,-9,-22
11/20/2022,"Albany, NY","Chicago, IL",Illinois,11,23
11/20/2022,"Albany, NY","Chicago, IL",Illinois,33,29
11/20/2022,"Albany, NY","Chicago, IL",Illinois,554,564
11/20/2022,"Albany, NY","Punta Gorda, FL",Florida,-6,18
11/20/2022,"Binghamton, NY","Detroit, MI",Michigan,-5,-14
11/20/2022,"Buffalo, NY","Atlanta, GA",Georgia,19,32
11/20/2022,"Buffalo, NY","Atlanta, GA",Georgia,51,55
11/20/2022,"Buffalo, NY","Atlanta, GA",Georgia,306,307
11/20/2022,"Buffalo, NY","Boston, MA",Massachusetts,NA,NA
11/20/2022,"Buffalo, NY","Boston, MA",Massachusetts,NA,NA
11/20/2022,"Buffalo, NY","Boston, MA",Massachusetts,41,35
11/20/2022,"Buffalo, NY","Baltimore, MD",Maryland,4,3
11/20/2022,"Buffalo, NY","Baltimore, MD",Maryland,22,41
11/20/2022,"Buffalo, NY","Baltimore, MD",Maryland,31,12
11/20/2022,"Buffalo, NY","Baltimore, MD",Maryland,293,278
11/20/2022,"Buffalo, NY","Charlotte, NC",North Carolina,NA,NA
11/20/2022,"Buffalo, NY","Charlotte, NC",North Carolina,3,8
11/20/2022,"Buffalo, NY","Charlotte, NC",North Carolina,73,79
11/20/2022,"Buffalo, NY","Washington, DC",Virginia,NA,NA
11/20/2022,"Buffalo, NY","Washington, DC",Virginia,NA,NA
11/20/2022,"Buffalo, NY","Washington, DC",Virginia,23,19
11/20/2022,"Buffalo, NY","Denver, CO",Colorado,NA,NA
11/20/2022,"Buffalo, NY","Denver, CO",Colorado,6,-19
11/20/2022,"Buffalo, NY","Dallas/Fort Worth, TX",Texas,NA,NA
11/20/2022,"Buffalo, NY","Detroit, MI",Michigan,16,8
11/20/2022,"Buffalo, NY","Detroit, MI",Michigan,21,27
11/20/2022,"Buffalo, NY","Detroit, MI",Michigan,72,76
11/20/2022,"Buffalo, NY","Detroit, MI",Michigan,283,297
11/20/2022,"Buffalo, NY","Newark, NJ",New Jersey,48,82
11/20/2022,"Buffalo, NY","Newark, NJ",New Jersey,54,22
11/20/2022,"Buffalo, NY","Newark, NJ",New Jersey,69,71
11/20/2022,"Buffalo, NY","Newark, NJ",New Jersey,111,119
11/20/2022,"Buffalo, NY","Fort Lauderdale, FL",Florida,63,111
11/20/2022,"Buffalo, NY","Washington, DC",Virginia,114,109
11/20/2022,"Buffalo, NY","New York, NY",New York,NA,NA
11/20/2022,"Buffalo, NY","New York, NY",New York,NA,NA
11/20/2022,"Buffalo, NY","New York, NY",New York,21,19
11/20/2022,"Buffalo, NY","New York, NY",New York,45,56
11/20/2022,"Buffalo, NY","New York, NY",New York,94,89
11/20/2022,"Buffalo, NY","New York, NY",New York,95,112
11/20/2022,"Buffalo, NY","New York, NY",New York,101,112
11/20/2022,"Buffalo, NY","New York, NY",New York,104,104
11/20/2022,"Buffalo, NY","New York, NY",New York,106,106
11/20/2022,"Buffalo, NY","New York, NY",New York,244,244
11/20/2022,"Buffalo, NY","Las Vegas, NV",Nevada,18,4
11/20/2022,"Buffalo, NY","Los Angeles, CA",California,74,47
11/20/2022,"Buffalo, NY","New York, NY",New York,NA,NA
11/20/2022,"Buffalo, NY","New York, NY",New York,67,109
11/20/2022,"Buffalo, NY","New York, NY",New York,95,102
11/20/2022,"Buffalo, NY","New York, NY",New York,163,158
11/20/2022,"Buffalo, NY","Orlando, FL",Florida,NA,NA
11/20/2022,"Buffalo, NY","Orlando, FL",Florida,NA,NA
11/20/2022,"Buffalo, NY","Orlando, FL",Florida,24,42
11/20/2022,"Buffalo, NY","Orlando, FL",Florida,30,31
11/20/2022,"Buffalo, NY","Chicago, IL",Illinois,NA,NA
11/20/2022,"Buffalo, NY","Chicago, IL",Illinois,22,16
11/20/2022,"Buffalo, NY","Chicago, IL",Illinois,40,37
11/20/2022,"Buffalo, NY","Chicago, IL",Illinois,9,-3
11/20/2022,"Buffalo, NY","Chicago, IL",Illinois,51,87
11/20/2022,"Buffalo, NY","Chicago, IL",Illinois,60,74
11/20/2022,"Buffalo, NY","Chicago, IL",Illinois,173,165
11/20/2022,"Buffalo, NY","Philadelphia, PA",Pennsylvania,NA,NA
11/20/2022,"Buffalo, NY","Philadelphia, PA",Pennsylvania,-6,1
11/20/2022,"Buffalo, NY","Tampa, FL",Florida,3,18
11/20/2022,"Buffalo, NY","Tampa, FL",Florida,13,25
11/20/2022,"Elmira/Corning, NY","Detroit, MI",Michigan,-7,-30
11/20/2022,"Elmira/Corning, NY","Detroit, MI",Michigan,17,28
11/20/2022,"Elmira/Corning, NY","Sanford, FL",Florida,-2,11
11/20/2022,"White Plains, NY","Atlanta, GA",Georgia,-9,6
11/20/2022,"White Plains, NY","Atlanta, GA",Georgia,-4,18
11/20/2022,"White Plains, NY","Atlanta, GA",Georgia,2,34
11/20/2022,"White Plains, NY","Atlanta, GA",Georgia,3,4
11/20/2022,"White Plains, NY","Atlanta, GA",Georgia,4,4
11/20/2022,"White Plains, NY","Boston, MA",Massachusetts,-15,-4
11/20/2022,"White Plains, NY","Boston, MA",Massachusetts,-3,-14
11/20/2022,"White Plains, NY","Charlotte, NC",North Carolina,-11,-11
11/20/2022,"White Plains, NY","Charlotte, NC",North Carolina,-8,-12
11/20/2022,"White Plains, NY","Charlotte, NC",North Carolina,-7,-11
11/20/2022,"White Plains, NY","Charlotte, NC",North Carolina,-6,-3
11/20/2022,"White Plains, NY","Washington, DC",Virginia,-14,-22
11/20/2022,"White Plains, NY","Washington, DC",Virginia,-5,20
11/20/2022,"White Plains, NY","Washington, DC",Virginia,6,4
11/20/2022,"White Plains, NY","Washington, DC",Virginia,26,22
11/20/2022,"White Plains, NY","Detroit, MI",Michigan,4,-1
11/20/2022,"White Plains, NY","Detroit, MI",Michigan,9,0
11/20/2022,"White Plains, NY","Detroit, MI",Michigan,30,31
11/20/2022,"White Plains, NY","Fort Lauderdale, FL",Florida,-9,-6
11/20/2022,"White Plains, NY","Fort Lauderdale, FL",Florida,-8,5
11/20/2022,"White Plains, NY","Fort Lauderdale, FL",Florida,17,32
11/20/2022,"White Plains, NY","Orlando, FL",Florida,-7,8
11/20/2022,"White Plains, NY","Orlando, FL",Florida,-2,7
11/20/2022,"White Plains, NY","Orlando, FL",Florida,17,19
11/20/2022,"White Plains, NY","Chicago, IL",Illinois,-9,-4
11/20/2022,"White Plains, NY","Chicago, IL",Illinois,-7,-6
11/20/2022,"White Plains, NY","Chicago, IL",Illinois,-4,-14
11/20/2022,"White Plains, NY","Chicago, IL",Illinois,-3,NA
11/20/2022,"White Plains, NY","Chicago, IL",Illinois,7,5
11/20/2022,"White Plains, NY","Chicago, IL",Illinois,36,16
11/20/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,-13,-10
11/20/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,-5,16
11/20/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,-5,19
11/20/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,0,22
11/20/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,41,68
11/20/2022,"White Plains, NY","Fort Myers, FL",Florida,-13,-11
11/20/2022,"White Plains, NY","Fort Myers, FL",Florida,-1,25
11/20/2022,"White Plains, NY","Tampa, FL",Florida,-9,11
11/20/2022,"Niagara Falls, NY","St. Petersburg, FL",Florida,0,8
11/20/2022,"Islip, NY","Nashville, TN",Tennessee,-5,9
11/20/2022,"Islip, NY","Baltimore, MD",Maryland,-2,-12
11/20/2022,"Islip, NY","Baltimore, MD",Maryland,-2,-11
11/20/2022,"Islip, NY","Baltimore, MD",Maryland,-1,-6
11/20/2022,"Islip, NY","Baltimore, MD",Maryland,0,-7
11/20/2022,"Islip, NY","Fort Lauderdale, FL",Florida,-13,4
11/20/2022,"Islip, NY","Orlando, FL",Florida,-15,-7
11/20/2022,"Islip, NY","Orlando, FL",Florida,-4,4
11/20/2022,"Islip, NY","Orlando, FL",Florida,-3,16
11/20/2022,"Islip, NY","West Palm Beach/Palm Beach, FL",Florida,-1,11
11/20/2022,"Islip, NY","West Palm Beach/Palm Beach, FL",Florida,5,48
11/20/2022,"Islip, NY","Tampa, FL",Florida,-11,6
11/20/2022,"Ithaca/Cortland, NY","Detroit, MI",Michigan,-2,-7
11/20/2022,"New York, NY","Atlanta, GA",Georgia,-4,0
11/20/2022,"New York, NY","Atlanta, GA",Georgia,-3,-6
11/20/2022,"New York, NY","Atlanta, GA",Georgia,-3,16
11/20/2022,"New York, NY","Atlanta, GA",Georgia,-2,15
11/20/2022,"New York, NY","Atlanta, GA",Georgia,2,-10
11/20/2022,"New York, NY","Atlanta, GA",Georgia,3,-8
11/20/2022,"New York, NY","Atlanta, GA",Georgia,25,28
11/20/2022,"New York, NY","Atlanta, GA",Georgia,28,54
11/20/2022,"New York, NY","Atlanta, GA",Georgia,33,35
11/20/2022,"New York, NY","Atlanta, GA",Georgia,48,29
11/20/2022,"New York, NY","Atlanta, GA",Georgia,49,27
11/20/2022,"New York, NY","Atlanta, GA",Georgia,59,58
11/20/2022,"New York, NY","Atlanta, GA",Georgia,65,61
11/20/2022,"New York, NY","Atlanta, GA",Georgia,81,100
11/20/2022,"New York, NY","Austin, TX",Texas,-8,24
11/20/2022,"New York, NY","Austin, TX",Texas,-2,0
11/20/2022,"New York, NY","Austin, TX",Texas,-2,21
11/20/2022,"New York, NY","Austin, TX",Texas,2,37
11/20/2022,"New York, NY","Austin, TX",Texas,27,19
11/20/2022,"New York, NY","Austin, TX",Texas,173,170
11/20/2022,"New York, NY","Austin, TX",Texas,371,409
11/20/2022,"New York, NY","Bangor, ME",Maine,-7,28
11/20/2022,"New York, NY","Bangor, ME",Maine,-4,4
11/20/2022,"New York, NY","Nashville, TN",Tennessee,-12,13
11/20/2022,"New York, NY","Nashville, TN",Tennessee,-8,-11
11/20/2022,"New York, NY","Nashville, TN",Tennessee,-7,6
11/20/2022,"New York, NY","Nashville, TN",Tennessee,-5,13
11/20/2022,"New York, NY","Nashville, TN",Tennessee,-4,37
11/20/2022,"New York, NY","Nashville, TN",Tennessee,-1,25
11/20/2022,"New York, NY","Nashville, TN",Tennessee,9,11
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-10,9
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-8,-25
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-5,-17
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-5,10
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-4,-5
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-4,9
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-3,-21
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-3,-5
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-3,21
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-2,0
11/20/2022,"New York, NY","Boston, MA",Massachusetts,-2,9
11/20/2022,"New York, NY","Boston, MA",Massachusetts,5,3
11/20/2022,"New York, NY","Boston, MA",Massachusetts,8,16
11/20/2022,"New York, NY","Boston, MA",Massachusetts,16,5
11/20/2022,"New York, NY","Boston, MA",Massachusetts,41,46
11/20/2022,"New York, NY","Boston, MA",Massachusetts,49,47
11/20/2022,"New York, NY","Boston, MA",Massachusetts,58,52
11/20/2022,"New York, NY","Boston, MA",Massachusetts,104,87
11/20/2022,"New York, NY","Boston, MA",Massachusetts,127,139
11/20/2022,"New York, NY","Boston, MA",Massachusetts,189,176
11/20/2022,"New York, NY","Boston, MA",Massachusetts,190,220
11/20/2022,"New York, NY","Aguadilla, PR",Puerto Rico,0,9
11/20/2022,"New York, NY","Aguadilla, PR",Puerto Rico,39,42
11/20/2022,"New York, NY","Burlington, VT",Vermont,-5,-18
11/20/2022,"New York, NY","Burlington, VT",Vermont,-3,45
11/20/2022,"New York, NY","Burlington, VT",Vermont,11,10
11/20/2022,"New York, NY","Burlington, VT",Vermont,26,38
11/20/2022,"New York, NY","Burlington, VT",Vermont,106,99
11/20/2022,"New York, NY","Burlington, VT",Vermont,218,211
11/20/2022,"New York, NY","Buffalo, NY",New York,-8,29
11/20/2022,"New York, NY","Buffalo, NY",New York,-4,45
11/20/2022,"New York, NY","Buffalo, NY",New York,-1,33
11/20/2022,"New York, NY","Buffalo, NY",New York,19,84
11/20/2022,"New York, NY","Buffalo, NY",New York,35,86
11/20/2022,"New York, NY","Buffalo, NY",New York,81,89
11/20/2022,"New York, NY","Buffalo, NY",New York,89,105
11/20/2022,"New York, NY","Buffalo, NY",New York,107,118
11/20/2022,"New York, NY","Buffalo, NY",New York,158,215
11/20/2022,"New York, NY","Buffalo, NY",New York,395,400
11/20/2022,"New York, NY","Burbank, CA",California,-4,22
11/20/2022,"New York, NY","Burbank, CA",California,14,2
11/20/2022,"New York, NY","Baltimore, MD",Maryland,6,24
11/20/2022,"New York, NY","Baltimore, MD",Maryland,42,41
11/20/2022,"New York, NY","Baltimore, MD",Maryland,83,92
11/20/2022,"New York, NY","Charleston, SC",South Carolina,-9,-5
11/20/2022,"New York, NY","Charleston, SC",South Carolina,-4,28
11/20/2022,"New York, NY","Charleston, SC",South Carolina,-2,18
11/20/2022,"New York, NY","Charleston, SC",South Carolina,-1,19
11/20/2022,"New York, NY","Charleston, SC",South Carolina,0,26
11/20/2022,"New York, NY","Cleveland, OH",Ohio,-9,3
11/20/2022,"New York, NY","Cleveland, OH",Ohio,-8,-2
11/20/2022,"New York, NY","Cleveland, OH",Ohio,-7,11
11/20/2022,"New York, NY","Cleveland, OH",Ohio,-4,-18
11/20/2022,"New York, NY","Cleveland, OH",Ohio,-3,35
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,-8,-2
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,-4,0
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,-3,-5
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,-3,-3
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,-3,17
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,-2,15
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,-1,1
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,-1,6
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,0,13
11/20/2022,"New York, NY","Charlotte, NC",North Carolina,9,22
11/20/2022,"New York, NY","Columbus, OH",Ohio,-6,-5
11/20/2022,"New York, NY","Columbus, OH",Ohio,-5,23
11/20/2022,"New York, NY","Columbus, OH",Ohio,-1,2
11/20/2022,"New York, NY","Columbus, OH",Ohio,0,5
11/20/2022,"New York, NY","Columbus, OH",Ohio,6,0
11/20/2022,"New York, NY","Columbus, OH",Ohio,8,5
11/20/2022,"New York, NY","Columbus, OH",Ohio,35,58
11/20/2022,"New York, NY","Cincinnati, OH",Kentucky,-6,-1
11/20/2022,"New York, NY","Cincinnati, OH",Kentucky,-6,0
11/20/2022,"New York, NY","Cincinnati, OH",Kentucky,9,31
11/20/2022,"New York, NY","Cincinnati, OH",Kentucky,42,63
11/20/2022,"New York, NY","Washington, DC",Virginia,-10,7
11/20/2022,"New York, NY","Washington, DC",Virginia,-6,-1
11/20/2022,"New York, NY","Washington, DC",Virginia,-6,25
11/20/2022,"New York, NY","Washington, DC",Virginia,-5,0
11/20/2022,"New York, NY","Washington, DC",Virginia,-5,1
11/20/2022,"New York, NY","Washington, DC",Virginia,-5,26
11/20/2022,"New York, NY","Washington, DC",Virginia,-1,-11
11/20/2022,"New York, NY","Washington, DC",Virginia,0,6
11/20/2022,"New York, NY","Denver, CO",Colorado,-5,-22
11/20/2022,"New York, NY","Denver, CO",Colorado,-4,-20
11/20/2022,"New York, NY","Denver, CO",Colorado,-1,10
11/20/2022,"New York, NY","Denver, CO",Colorado,55,67
11/20/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-3,3
11/20/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-2,6
11/20/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,2,14
11/20/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,8,4
11/20/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,8,10
11/20/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,98,103
11/20/2022,"New York, NY","Detroit, MI",Michigan,-5,11
11/20/2022,"New York, NY","Detroit, MI",Michigan,-1,3
11/20/2022,"New York, NY","Detroit, MI",Michigan,0,6
11/20/2022,"New York, NY","Detroit, MI",Michigan,0,23
11/20/2022,"New York, NY","Detroit, MI",Michigan,11,9
11/20/2022,"New York, NY","Detroit, MI",Michigan,48,93
11/20/2022,"New York, NY","Detroit, MI",Michigan,62,116
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,-2,30
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,-1,13
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,-1,18
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,0,2
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,4,10
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,26,49
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,44,65
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,44,69
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,58,94
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,98,120
11/20/2022,"New York, NY","Fort Lauderdale, FL",Florida,233,256
11/20/2022,"New York, NY","Honolulu, HI",Hawaii,26,26
11/20/2022,"New York, NY","Washington, DC",Virginia,-7,52
11/20/2022,"New York, NY","Washington, DC",Virginia,-6,5
11/20/2022,"New York, NY","Washington, DC",Virginia,-5,25
11/20/2022,"New York, NY","Washington, DC",Virginia,-4,7
11/20/2022,"New York, NY","Houston, TX",Texas,0,39
11/20/2022,"New York, NY","Houston, TX",Texas,13,26
11/20/2022,"New York, NY","Indianapolis, IN",Indiana,-10,11
11/20/2022,"New York, NY","Indianapolis, IN",Indiana,-5,14
11/20/2022,"New York, NY","Indianapolis, IN",Indiana,-2,18
11/20/2022,"New York, NY","Indianapolis, IN",Indiana,7,8
11/20/2022,"New York, NY","Indianapolis, IN",Indiana,11,25
11/20/2022,"New York, NY","Indianapolis, IN",Indiana,18,16
11/20/2022,"New York, NY","Jacksonville, FL",Florida,-9,12
11/20/2022,"New York, NY","Jacksonville, FL",Florida,-5,-2
11/20/2022,"New York, NY","Jacksonville, FL",Florida,-5,35
11/20/2022,"New York, NY","Jacksonville, FL",Florida,-4,9
11/20/2022,"New York, NY","Jacksonville, FL",Florida,9,56
11/20/2022,"New York, NY","Jacksonville, FL",Florida,82,103
11/20/2022,"New York, NY","Las Vegas, NV",Nevada,-7,-17
11/20/2022,"New York, NY","Las Vegas, NV",Nevada,-4,-9
11/20/2022,"New York, NY","Las Vegas, NV",Nevada,0,-5
11/20/2022,"New York, NY","Las Vegas, NV",Nevada,0,-2
11/20/2022,"New York, NY","Las Vegas, NV",Nevada,12,2
11/20/2022,"New York, NY","Las Vegas, NV",Nevada,17,-3
11/20/2022,"New York, NY","Las Vegas, NV",Nevada,105,68
11/20/2022,"New York, NY","Las Vegas, NV",Nevada,222,231
11/20/2022,"New York, NY","Los Angeles, CA",California,-7,-27
11/20/2022,"New York, NY","Los Angeles, CA",California,-6,-23
11/20/2022,"New York, NY","Los Angeles, CA",California,-6,-22
11/20/2022,"New York, NY","Los Angeles, CA",California,-6,-13
11/20/2022,"New York, NY","Los Angeles, CA",California,-5,-12
11/20/2022,"New York, NY","Los Angeles, CA",California,-4,-13
11/20/2022,"New York, NY","Los Angeles, CA",California,-3,NA
11/20/2022,"New York, NY","Los Angeles, CA",California,-3,-8
11/20/2022,"New York, NY","Los Angeles, CA",California,-3,5
11/20/2022,"New York, NY","Los Angeles, CA",California,-1,-14
11/20/2022,"New York, NY","Los Angeles, CA",California,-1,0
11/20/2022,"New York, NY","Los Angeles, CA",California,-1,2
11/20/2022,"New York, NY","Los Angeles, CA",California,0,-13
11/20/2022,"New York, NY","Los Angeles, CA",California,0,-11
11/20/2022,"New York, NY","Los Angeles, CA",California,0,10
11/20/2022,"New York, NY","Los Angeles, CA",California,0,18
11/20/2022,"New York, NY","Los Angeles, CA",California,2,-26
11/20/2022,"New York, NY","Los Angeles, CA",California,2,12
11/20/2022,"New York, NY","Los Angeles, CA",California,4,-12
11/20/2022,"New York, NY","Los Angeles, CA",California,6,-9
11/20/2022,"New York, NY","Los Angeles, CA",California,9,-3
11/20/2022,"New York, NY","Los Angeles, CA",California,13,12
11/20/2022,"New York, NY","Los Angeles, CA",California,24,4
11/20/2022,"New York, NY","Los Angeles, CA",California,32,12
11/20/2022,"New York, NY","Los Angeles, CA",California,35,26
11/20/2022,"New York, NY","Los Angeles, CA",California,37,38
11/20/2022,"New York, NY","Los Angeles, CA",California,41,76
11/20/2022,"New York, NY","Los Angeles, CA",California,43,31
11/20/2022,"New York, NY","Los Angeles, CA",California,142,150
11/20/2022,"New York, NY","Kansas City, MO",Missouri,-10,-4
11/20/2022,"New York, NY","Kansas City, MO",Missouri,-3,-2
11/20/2022,"New York, NY","Orlando, FL",Florida,-5,20
11/20/2022,"New York, NY","Orlando, FL",Florida,-3,27
