FL_DATE,ORIGIN_CITY_NAME,DEST_CITY_NAME,DEST_STATE_NM,DEP_DELAY,ARR_DELAY
11/1/2022,"Albany, NY","Atlanta, GA",Georgia,-2,-17
11/1/2022,"Albany, NY","Atlanta, GA",Georgia,-1,-11
11/1/2022,"Albany, NY","Atlanta, GA",Georgia,12,-11
11/1/2022,"Albany, NY","Baltimore, MD",Maryland,-4,-13
11/1/2022,"Albany, NY","Baltimore, MD",Maryland,-4,-11
11/1/2022,"Albany, NY","Baltimore, MD",Maryland,-2,-14
11/1/2022,"Albany, NY","Baltimore, MD",Maryland,0,-4
11/1/2022,"Albany, NY","Baltimore, MD",Maryland,3,-12
11/1/2022,"Albany, NY","Charlotte, NC",North Carolina,-7,-14
11/1/2022,"Albany, NY","Charlotte, NC",North Carolina,45,30
11/1/2022,"Albany, NY","Washington, DC",Virginia,-13,-19
11/1/2022,"Albany, NY","Washington, DC",Virginia,-9,NA
11/1/2022,"Albany, NY","Washington, DC",Virginia,-8,-6
11/1/2022,"Albany, NY","Washington, DC",Virginia,6,13
11/1/2022,"Albany, NY","Detroit, MI",Michigan,-5,-21
11/1/2022,"Albany, NY","Detroit, MI",Michigan,-4,-18
11/1/2022,"Albany, NY","Detroit, MI",Michigan,-2,-1
11/1/2022,"Albany, NY","Newark, NJ",New Jersey,-13,25
11/1/2022,"Albany, NY","Newark, NJ",New Jersey,-10,-34
11/1/2022,"Albany, NY","Newark, NJ",New Jersey,-1,-28
11/1/2022,"Albany, NY","Fort Lauderdale, FL",Florida,-5,-20
11/1/2022,"Albany, NY","New York, NY",New York,-9,-5
11/1/2022,"Albany, NY","New York, NY",New York,-4,-16
11/1/2022,"Albany, NY","New York, NY",New York,-2,-26
11/1/2022,"Albany, NY","New York, NY",New York,3,-13
11/1/2022,"Albany, NY","Orlando, FL",Florida,-1,-11
11/1/2022,"Albany, NY","Orlando, FL",Florida,22,8
11/1/2022,"Albany, NY","Chicago, IL",Illinois,-9,-14
11/1/2022,"Albany, NY","Chicago, IL",Illinois,6,-13
11/1/2022,"Albany, NY","Chicago, IL",Illinois,-10,-30
11/1/2022,"Albany, NY","Chicago, IL",Illinois,-7,-10
11/1/2022,"Albany, NY","Chicago, IL",Illinois,-6,-38
11/1/2022,"Albany, NY","Chicago, IL",Illinois,0,-28
11/1/2022,"Albany, NY","Punta Gorda, FL",Florida,-15,-12
11/1/2022,"Albany, NY","Philadelphia, PA",Pennsylvania,-3,4
11/1/2022,"Binghamton, NY","Detroit, MI",Michigan,-5,-27
11/1/2022,"Buffalo, NY","Atlanta, GA",Georgia,-7,-11
11/1/2022,"Buffalo, NY","Atlanta, GA",Georgia,-6,-24
11/1/2022,"Buffalo, NY","Atlanta, GA",Georgia,-4,-20
11/1/2022,"Buffalo, NY","Boston, MA",Massachusetts,-7,-14
11/1/2022,"Buffalo, NY","Boston, MA",Massachusetts,43,25
11/1/2022,"Buffalo, NY","Baltimore, MD",Maryland,-6,-15
11/1/2022,"Buffalo, NY","Baltimore, MD",Maryland,0,-4
11/1/2022,"Buffalo, NY","Baltimore, MD",Maryland,7,3
11/1/2022,"Buffalo, NY","Baltimore, MD",Maryland,27,12
11/1/2022,"Buffalo, NY","Baltimore, MD",Maryland,38,23
11/1/2022,"Buffalo, NY","Charlotte, NC",North Carolina,-5,-3
11/1/2022,"Buffalo, NY","Charlotte, NC",North Carolina,0,8
11/1/2022,"Buffalo, NY","Washington, DC",Virginia,-4,1
11/1/2022,"Buffalo, NY","Washington, DC",Virginia,-3,-11
11/1/2022,"Buffalo, NY","Washington, DC",Virginia,307,330
11/1/2022,"Buffalo, NY","Denver, CO",Colorado,-2,-29
11/1/2022,"Buffalo, NY","Denver, CO",Colorado,0,-27
11/1/2022,"Buffalo, NY","Dallas/Fort Worth, TX",Texas,-3,-16
11/1/2022,"Buffalo, NY","Detroit, MI",Michigan,-7,-23
11/1/2022,"Buffalo, NY","Detroit, MI",Michigan,-5,-19
11/1/2022,"Buffalo, NY","Detroit, MI",Michigan,-3,-18
11/1/2022,"Buffalo, NY","Detroit, MI",Michigan,-1,-14
11/1/2022,"Buffalo, NY","Newark, NJ",New Jersey,-11,-29
11/1/2022,"Buffalo, NY","Newark, NJ",New Jersey,-8,-32
11/1/2022,"Buffalo, NY","Newark, NJ",New Jersey,-5,-21
11/1/2022,"Buffalo, NY","Newark, NJ",New Jersey,-1,-12
11/1/2022,"Buffalo, NY","Washington, DC",Virginia,-2,-17
11/1/2022,"Buffalo, NY","New York, NY",New York,-11,-7
11/1/2022,"Buffalo, NY","New York, NY",New York,-9,-10
11/1/2022,"Buffalo, NY","New York, NY",New York,-6,-9
11/1/2022,"Buffalo, NY","New York, NY",New York,-5,-14
11/1/2022,"Buffalo, NY","New York, NY",New York,-5,-7
11/1/2022,"Buffalo, NY","New York, NY",New York,-4,-11
11/1/2022,"Buffalo, NY","New York, NY",New York,-2,1
11/1/2022,"Buffalo, NY","New York, NY",New York,-1,0
11/1/2022,"Buffalo, NY","New York, NY",New York,6,-6
11/1/2022,"Buffalo, NY","New York, NY",New York,27,19
11/1/2022,"Buffalo, NY","Las Vegas, NV",Nevada,-3,-14
11/1/2022,"Buffalo, NY","New York, NY",New York,-8,-14
11/1/2022,"Buffalo, NY","New York, NY",New York,-5,-21
11/1/2022,"Buffalo, NY","New York, NY",New York,-5,-21
11/1/2022,"Buffalo, NY","New York, NY",New York,-5,-13
11/1/2022,"Buffalo, NY","New York, NY",New York,-1,-10
11/1/2022,"Buffalo, NY","Orlando, FL",Florida,-8,-18
11/1/2022,"Buffalo, NY","Orlando, FL",Florida,-2,-8
11/1/2022,"Buffalo, NY","Orlando, FL",Florida,14,-2
11/1/2022,"Buffalo, NY","Chicago, IL",Illinois,-3,-8
11/1/2022,"Buffalo, NY","Chicago, IL",Illinois,-2,-15
11/1/2022,"Buffalo, NY","Chicago, IL",Illinois,2,-6
11/1/2022,"Buffalo, NY","Chicago, IL",Illinois,-10,0
11/1/2022,"Buffalo, NY","Chicago, IL",Illinois,-6,-16
11/1/2022,"Buffalo, NY","Chicago, IL",Illinois,-5,-21
11/1/2022,"Buffalo, NY","Chicago, IL",Illinois,-4,-13
11/1/2022,"Buffalo, NY","Philadelphia, PA",Pennsylvania,-11,-13
11/1/2022,"Buffalo, NY","Philadelphia, PA",Pennsylvania,-10,-15
11/1/2022,"Buffalo, NY","Philadelphia, PA",Pennsylvania,371,377
11/1/2022,"Buffalo, NY","Raleigh/Durham, NC",North Carolina,-9,-12
11/1/2022,"Buffalo, NY","Tampa, FL",Florida,1,-3
11/1/2022,"Elmira/Corning, NY","Detroit, MI",Michigan,-6,-36
11/1/2022,"Elmira/Corning, NY","Detroit, MI",Michigan,-4,-6
11/1/2022,"White Plains, NY","Atlanta, GA",Georgia,-6,-27
11/1/2022,"White Plains, NY","Atlanta, GA",Georgia,-2,-7
11/1/2022,"White Plains, NY","Atlanta, GA",Georgia,-2,-5
11/1/2022,"White Plains, NY","Atlanta, GA",Georgia,4,-2
11/1/2022,"White Plains, NY","Atlanta, GA",Georgia,69,54
11/1/2022,"White Plains, NY","Boston, MA",Massachusetts,-16,-40
11/1/2022,"White Plains, NY","Boston, MA",Massachusetts,-11,-33
11/1/2022,"White Plains, NY","Boston, MA",Massachusetts,114,106
11/1/2022,"White Plains, NY","Charlotte, NC",North Carolina,-11,-7
11/1/2022,"White Plains, NY","Charlotte, NC",North Carolina,-10,-28
11/1/2022,"White Plains, NY","Charlotte, NC",North Carolina,-5,1
11/1/2022,"White Plains, NY","Washington, DC",Virginia,-11,-15
11/1/2022,"White Plains, NY","Washington, DC",Virginia,-7,2
11/1/2022,"White Plains, NY","Washington, DC",Virginia,-3,3
11/1/2022,"White Plains, NY","Washington, DC",Virginia,96,127
11/1/2022,"White Plains, NY","Washington, DC",Virginia,97,101
11/1/2022,"White Plains, NY","Detroit, MI",Michigan,-8,-17
11/1/2022,"White Plains, NY","Detroit, MI",Michigan,26,16
11/1/2022,"White Plains, NY","Detroit, MI",Michigan,48,31
11/1/2022,"White Plains, NY","Fort Lauderdale, FL",Florida,-15,-30
11/1/2022,"White Plains, NY","Fort Lauderdale, FL",Florida,-9,-26
11/1/2022,"White Plains, NY","Fort Lauderdale, FL",Florida,18,30
11/1/2022,"White Plains, NY","Orlando, FL",Florida,-5,-23
11/1/2022,"White Plains, NY","Orlando, FL",Florida,0,3
11/1/2022,"White Plains, NY","Orlando, FL",Florida,13,-6
11/1/2022,"White Plains, NY","Chicago, IL",Illinois,-9,-31
11/1/2022,"White Plains, NY","Chicago, IL",Illinois,-7,-29
11/1/2022,"White Plains, NY","Chicago, IL",Illinois,-7,-24
11/1/2022,"White Plains, NY","Chicago, IL",Illinois,-4,-10
11/1/2022,"White Plains, NY","Chicago, IL",Illinois,0,-5
11/1/2022,"White Plains, NY","Chicago, IL",Illinois,28,3
11/1/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,-22,-35
11/1/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,-7,-22
11/1/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,-6,-3
11/1/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,-2,18
11/1/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,4,-22
11/1/2022,"White Plains, NY","West Palm Beach/Palm Beach, FL",Florida,7,21
11/1/2022,"White Plains, NY","Fort Myers, FL",Florida,4,7
11/1/2022,"White Plains, NY","Tampa, FL",Florida,3,1
11/1/2022,"Islip, NY","Atlanta, GA",Georgia,-11,-21
11/1/2022,"Islip, NY","Nashville, TN",Tennessee,-5,-6
11/1/2022,"Islip, NY","Baltimore, MD",Maryland,-1,-8
11/1/2022,"Islip, NY","Baltimore, MD",Maryland,-1,-4
11/1/2022,"Islip, NY","Baltimore, MD",Maryland,1,-10
11/1/2022,"Islip, NY","Baltimore, MD",Maryland,17,3
11/1/2022,"Islip, NY","Orlando, FL",Florida,-6,-8
11/1/2022,"Islip, NY","Orlando, FL",Florida,-5,-6
11/1/2022,"Islip, NY","Orlando, FL",Florida,89,106
11/1/2022,"Ithaca/Cortland, NY","Detroit, MI",Michigan,-10,-30
11/1/2022,"New York, NY","Atlanta, GA",Georgia,-5,-30
11/1/2022,"New York, NY","Atlanta, GA",Georgia,-4,-17
11/1/2022,"New York, NY","Atlanta, GA",Georgia,-4,-13
11/1/2022,"New York, NY","Atlanta, GA",Georgia,-3,-9
11/1/2022,"New York, NY","Atlanta, GA",Georgia,-1,-6
11/1/2022,"New York, NY","Atlanta, GA",Georgia,0,-33
11/1/2022,"New York, NY","Atlanta, GA",Georgia,0,-32
11/1/2022,"New York, NY","Atlanta, GA",Georgia,0,-26
11/1/2022,"New York, NY","Atlanta, GA",Georgia,5,-2
11/1/2022,"New York, NY","Atlanta, GA",Georgia,6,-25
11/1/2022,"New York, NY","Atlanta, GA",Georgia,8,-14
11/1/2022,"New York, NY","Atlanta, GA",Georgia,10,-5
11/1/2022,"New York, NY","Austin, TX",Texas,-10,-36
11/1/2022,"New York, NY","Austin, TX",Texas,-2,-11
11/1/2022,"New York, NY","Austin, TX",Texas,-1,-6
11/1/2022,"New York, NY","Austin, TX",Texas,-1,-5
11/1/2022,"New York, NY","Austin, TX",Texas,-1,-1
11/1/2022,"New York, NY","Austin, TX",Texas,3,-17
11/1/2022,"New York, NY","Austin, TX",Texas,10,15
11/1/2022,"New York, NY","Bangor, ME",Maine,-5,-14
11/1/2022,"New York, NY","Bangor, ME",Maine,-5,-6
11/1/2022,"New York, NY","Nashville, TN",Tennessee,NA,NA
11/1/2022,"New York, NY","Nashville, TN",Tennessee,-6,-12
11/1/2022,"New York, NY","Nashville, TN",Tennessee,-3,-17
11/1/2022,"New York, NY","Nashville, TN",Tennessee,-3,-15
11/1/2022,"New York, NY","Nashville, TN",Tennessee,-1,-22
11/1/2022,"New York, NY","Nashville, TN",Tennessee,6,-1
11/1/2022,"New York, NY","Nashville, TN",Tennessee,36,31
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-13,-6
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-9,-24
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-9,-20
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-9,-17
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-6,-20
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-6,-17
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-6,-13
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-5,-12
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-5,5
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-3,-11
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-1,-5
11/1/2022,"New York, NY","Boston, MA",Massachusetts,-1,6
11/1/2022,"New York, NY","Boston, MA",Massachusetts,0,-22
11/1/2022,"New York, NY","Boston, MA",Massachusetts,0,-7
11/1/2022,"New York, NY","Boston, MA",Massachusetts,3,3
11/1/2022,"New York, NY","Boston, MA",Massachusetts,6,-4
11/1/2022,"New York, NY","Boston, MA",Massachusetts,7,11
11/1/2022,"New York, NY","Boston, MA",Massachusetts,7,17
11/1/2022,"New York, NY","Boston, MA",Massachusetts,25,31
11/1/2022,"New York, NY","Boston, MA",Massachusetts,26,17
11/1/2022,"New York, NY","Boston, MA",Massachusetts,65,56
11/1/2022,"New York, NY","Boston, MA",Massachusetts,77,72
11/1/2022,"New York, NY","Aguadilla, PR",Puerto Rico,20,20
11/1/2022,"New York, NY","Aguadilla, PR",Puerto Rico,37,29
11/1/2022,"New York, NY","Burlington, VT",Vermont,-6,-17
11/1/2022,"New York, NY","Burlington, VT",Vermont,-6,-7
11/1/2022,"New York, NY","Burlington, VT",Vermont,-5,-14
11/1/2022,"New York, NY","Burlington, VT",Vermont,-3,-10
11/1/2022,"New York, NY","Burlington, VT",Vermont,-2,-8
11/1/2022,"New York, NY","Buffalo, NY",New York,-10,-16
11/1/2022,"New York, NY","Buffalo, NY",New York,-7,-28
11/1/2022,"New York, NY","Buffalo, NY",New York,-7,-22
11/1/2022,"New York, NY","Buffalo, NY",New York,-6,-12
11/1/2022,"New York, NY","Buffalo, NY",New York,-4,-11
11/1/2022,"New York, NY","Buffalo, NY",New York,-3,-4
11/1/2022,"New York, NY","Buffalo, NY",New York,-2,-15
11/1/2022,"New York, NY","Buffalo, NY",New York,6,-4
11/1/2022,"New York, NY","Buffalo, NY",New York,7,7
11/1/2022,"New York, NY","Buffalo, NY",New York,41,21
11/1/2022,"New York, NY","Burbank, CA",California,-11,-11
11/1/2022,"New York, NY","Burbank, CA",California,-7,-54
11/1/2022,"New York, NY","Baltimore, MD",Maryland,-5,-11
11/1/2022,"New York, NY","Baltimore, MD",Maryland,-4,-14
11/1/2022,"New York, NY","Baltimore, MD",Maryland,-4,-12
11/1/2022,"New York, NY","Baltimore, MD",Maryland,-1,-12
11/1/2022,"New York, NY","Charleston, SC",South Carolina,-8,-15
11/1/2022,"New York, NY","Charleston, SC",South Carolina,-3,-4
11/1/2022,"New York, NY","Charleston, SC",South Carolina,-1,-4
11/1/2022,"New York, NY","Charleston, SC",South Carolina,8,-6
11/1/2022,"New York, NY","Charleston, SC",South Carolina,8,19
11/1/2022,"New York, NY","Cleveland, OH",Ohio,-9,-22
11/1/2022,"New York, NY","Cleveland, OH",Ohio,-8,-17
11/1/2022,"New York, NY","Cleveland, OH",Ohio,-6,-22
11/1/2022,"New York, NY","Cleveland, OH",Ohio,-6,-11
11/1/2022,"New York, NY","Cleveland, OH",Ohio,-5,-15
11/1/2022,"New York, NY","Cleveland, OH",Ohio,0,-15
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-10,-16
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-6,-15
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-6,-12
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-5,-43
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-5,-19
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-4,-17
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-4,-8
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-2,-35
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,-2,-26
11/1/2022,"New York, NY","Charlotte, NC",North Carolina,1,-25
11/1/2022,"New York, NY","Columbus, OH",Ohio,-10,-19
11/1/2022,"New York, NY","Columbus, OH",Ohio,-9,-7
11/1/2022,"New York, NY","Columbus, OH",Ohio,-7,-13
11/1/2022,"New York, NY","Columbus, OH",Ohio,-4,-39
11/1/2022,"New York, NY","Columbus, OH",Ohio,0,-4
11/1/2022,"New York, NY","Cincinnati, OH",Kentucky,-3,-4
11/1/2022,"New York, NY","Cincinnati, OH",Kentucky,8,-10
11/1/2022,"New York, NY","Washington, DC",Virginia,-11,-11
11/1/2022,"New York, NY","Washington, DC",Virginia,-9,56
11/1/2022,"New York, NY","Washington, DC",Virginia,-7,-7
11/1/2022,"New York, NY","Washington, DC",Virginia,-6,-12
11/1/2022,"New York, NY","Washington, DC",Virginia,-5,-5
11/1/2022,"New York, NY","Washington, DC",Virginia,-2,-6
11/1/2022,"New York, NY","Washington, DC",Virginia,15,12
11/1/2022,"New York, NY","Washington, DC",Virginia,349,346
11/1/2022,"New York, NY","Denver, CO",Colorado,-10,-23
11/1/2022,"New York, NY","Denver, CO",Colorado,-2,-32
11/1/2022,"New York, NY","Denver, CO",Colorado,10,-37
11/1/2022,"New York, NY","Denver, CO",Colorado,21,-34
11/1/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-8,-10
11/1/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-3,-18
11/1/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-2,-14
11/1/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,-1,-13
11/1/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,1,-11
11/1/2022,"New York, NY","Dallas/Fort Worth, TX",Texas,11,16
11/1/2022,"New York, NY","Detroit, MI",Michigan,-5,-37
11/1/2022,"New York, NY","Detroit, MI",Michigan,-4,-21
11/1/2022,"New York, NY","Detroit, MI",Michigan,-4,-14
11/1/2022,"New York, NY","Detroit, MI",Michigan,-3,-19
11/1/2022,"New York, NY","Detroit, MI",Michigan,0,-13
11/1/2022,"New York, NY","Detroit, MI",Michigan,15,8
11/1/2022,"New York, NY","Detroit, MI",Michigan,29,17
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,-7,-3
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,-6,30
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,-3,-29
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,-1,18
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,0,-30
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,0,-2
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,4,-3
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,5,6
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,8,-20
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,18,0
11/1/2022,"New York, NY","Fort Lauderdale, FL",Florida,19,23
11/1/2022,"New York, NY","Honolulu, HI",Hawaii,1,-16
11/1/2022,"New York, NY","Washington, DC",Virginia,-4,-14
11/1/2022,"New York, NY","Washington, DC",Virginia,-3,-7
11/1/2022,"New York, NY","Washington, DC",Virginia,-2,-38
11/1/2022,"New York, NY","Houston, TX",Texas,-8,7
11/1/2022,"New York, NY","Houston, TX",Texas,-8,16
11/1/2022,"New York, NY","Indianapolis, IN",Indiana,-12,-37
11/1/2022,"New York, NY","Indianapolis, IN",Indiana,-5,-10
11/1/2022,"New York, NY","Indianapolis, IN",Indiana,-3,-33
11/1/2022,"New York, NY","Indianapolis, IN",Indiana,-3,-17
11/1/2022,"New York, NY","Indianapolis, IN",Indiana,-2,-23
11/1/2022,"New York, NY","Jacksonville, FL",Florida,-10,1
11/1/2022,"New York, NY","Jacksonville, FL",Florida,-5,-4
11/1/2022,"New York, NY","Jacksonville, FL",Florida,-5,-1
11/1/2022,"New York, NY","Jacksonville, FL",Florida,1,-8
11/1/2022,"New York, NY","Jacksonville, FL",Florida,108,94
11/1/2022,"New York, NY","Jacksonville, FL",Florida,166,148
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,-9,-37
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,-2,-28
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,-1,-41
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,-1,-25
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,2,-32
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,6,-36
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,24,-11
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,38,7
11/1/2022,"New York, NY","Las Vegas, NV",Nevada,56,2
11/1/2022,"New York, NY","Los Angeles, CA",California,-8,-31
11/1/2022,"New York, NY","Los Angeles, CA",California,-7,-56
11/1/2022,"New York, NY","Los Angeles, CA",California,-7,-48
11/1/2022,"New York, NY","Los Angeles, CA",California,-6,-28
11/1/2022,"New York, NY","Los Angeles, CA",California,-6,-24
11/1/2022,"New York, NY","Los Angeles, CA",California,-6,-14
11/1/2022,"New York, NY","Los Angeles, CA",California,-5,-49
11/1/2022,"New York, NY","Los Angeles, CA",California,-5,-45
11/1/2022,"New York, NY","Los Angeles, CA",California,-5,-43
11/1/2022,"New York, NY","Los Angeles, CA",California,-4,-15
11/1/2022,"New York, NY","Los Angeles, CA",California,-3,-53
11/1/2022,"New York, NY","Los Angeles, CA",California,-3,-11
11/1/2022,"New York, NY","Los Angeles, CA",California,-2,-24
11/1/2022,"New York, NY","Los Angeles, CA",California,-2,-13
11/1/2022,"New York, NY","Los Angeles, CA",California,-1,-25
11/1/2022,"New York, NY","Los Angeles, CA",California,-1,-17
11/1/2022,"New York, NY","Los Angeles, CA",California,1,-28
11/1/2022,"New York, NY","Los Angeles, CA",California,1,-17
11/1/2022,"New York, NY","Los Angeles, CA",California,7,-6
11/1/2022,"New York, NY","Los Angeles, CA",California,8,3
11/1/2022,"New York, NY","Los Angeles, CA",California,9,24
11/1/2022,"New York, NY","Los Angeles, CA",California,11,-23
11/1/2022,"New York, NY","Los Angeles, CA",California,11,-17
11/1/2022,"New York, NY","Los Angeles, CA",California,13,-9
11/1/2022,"New York, NY","Los Angeles, CA",California,14,-31
11/1/2022,"New York, NY","Los Angeles, CA",California,23,-27
11/1/2022,"New York, NY","Los Angeles, CA",California,29,10
11/1/2022,"New York, NY","Los Angeles, CA",California,55,14
11/1/2022,"New York, NY","Los Angeles, CA",California,62,26
11/1/2022,"New York, NY","Kansas City, MO",Missouri,-8,-55
11/1/2022,"New York, NY","Kansas City, MO",Missouri,-1,-47
11/1/2022,"New York, NY","Orlando, FL",Florida,-9,3
11/1/2022,"New York, NY","Orlando, FL",Florida,-7,-34
11/1/2022,"New York, NY","Orlando, FL",Florida,-6,-11
11/1/2022,"New York, NY","Orlando, FL",Florida,-6,7
11/1/2022,"New York, NY","Orlando, FL",Florida,-4,-46
11/1/2022,"New York, NY","Orlando, FL",Florida,-2,-4
11/1/2022,"New York, NY","Orlando, FL",Florida,2,-8
11/1/2022,"New York, NY","Orlando, FL",Florida,4,-19
11/1/2022,"New York, NY","Orlando, FL",Florida,10,-11
11/1/2022,"New York, NY","Orlando, FL",Florida,10,11
11/1/2022,"New York, NY","Orlando, FL",Florida,11,4
11/1/2022,"New York, NY","Orlando, FL",Florida,13,9
11/1/2022,"New York, NY","Orlando, FL",Florida,46,27
11/1/2022,"New York, NY","Miami, FL",Florida,-8,-9
11/1/2022,"New York, NY","Miami, FL",Florida,-5,-8
11/1/2022,"New York, NY","Miami, FL",Florida,-4,-26
11/1/2022,"New York, NY","Miami, FL",Florida,-4,-15
11/1/2022,"New York, NY","Miami, FL",Florida,-4,-9
11/1/2022,"New York, NY","Miami, FL",Florida,-3,3
11/1/2022,"New York, NY","Miami, FL",Florida,-3,9
11/1/2022,"New York, NY","Miami, FL",Florida,-2,-10
11/1/2022,"New York, NY","Miami, FL",Florida,-1,-3
11/1/2022,"New York, NY","Miami, FL",Florida,-1,1
11/1/2022,"New York, NY","Miami, FL",Florida,-1,13
11/1/2022,"New York, NY","Miami, FL",Florida,0,2
11/1/2022,"New York, NY","Miami, FL",Florida,2,1
11/1/2022,"New York, NY","Miami, FL",Florida,3,13
11/1/2022,"New York, NY","Miami, FL",Florida,4,6
11/1/2022,"New York, NY","Miami, FL",Florida,6,-19
11/1/2022,"New York, NY","Miami, FL",Florida,6,3
11/1/2022,"New York, NY","Miami, FL",Florida,138,119
11/1/2022,"New York, NY","Milwaukee, WI",Wisconsin,-9,-40
11/1/2022,"New York, NY","Milwaukee, WI",Wisconsin,-6,-28
11/1/2022,"New York, NY","Minneapolis, MN",Minnesota,-9,-25
11/1/2022,"New York, NY","Minneapolis, MN",Minnesota,-7,-24
11/1/2022,"New York, NY","Minneapolis, MN",Minnesota,-6,-27
11/1/2022,"New York, NY","Minneapolis, MN",Minnesota,-3,-21
11/1/2022,"New York, NY","Minneapolis, MN",Minnesota,-2,-41
11/1/2022,"New York, NY","Minneapolis, MN",Minnesota,-1,-32
11/1/2022,"New York, NY","New Orleans, LA",Louisiana,-9,-18
11/1/2022,"New York, NY","New Orleans, LA",Louisiana,66,48
11/1/2022,"New York, NY","New Orleans, LA",Louisiana,84,85
11/1/2022,"New York, NY","Ontario, CA",California,-3,-43
11/1/2022,"New York, NY","Chicago, IL",Illinois,-15,-39
11/1/2022,"New York, NY","Chicago, IL",Illinois,-9,-28
11/1/2022,"New York, NY","Chicago, IL",Illinois,-8,-47
11/1/2022,"New York, NY","Chicago, IL",Illinois,-7,-31
11/1/2022,"New York, NY","Chicago, IL",Illinois,-7,-16
11/1/2022,"New York, NY","Chicago, IL",Illinois,-3,-23
11/1/2022,"New York, NY","Chicago, IL",Illinois,-2,-37
11/1/2022,"New York, NY","Chicago, IL",Illinois,-2,-26
11/1/2022,"New York, NY","Chicago, IL",Illinois,3,-25
11/1/2022,"New York, NY","Norfolk, VA",Virginia,-11,-11
11/1/2022,"New York, NY","Norfolk, VA",Virginia,-6,-2
11/1/2022,"New York, NY","Norfolk, VA",Virginia,-4,-12
11/1/2022,"New York, NY","Norfolk, VA",Virginia,-4,-7
11/1/2022,"New York, NY","Norfolk, VA",Virginia,-1,-17
11/1/2022,"New York, NY","Norfolk, VA",Virginia,4,-12
11/1/2022,"New York, NY","Norfolk, VA",Virginia,7,-1
11/1/2022,"New York, NY","Worcester, MA",Massachusetts,-13,-25
11/1/2022,"New York, NY","Worcester, MA",Massachusetts,-2,2
11/1/2022,"New York, NY","Worcester, MA",Massachusetts,85,78
11/1/2022,"New York, NY","West Palm Beach/Palm Beach, FL",Florida,-9,10
11/1/2022,"New York, NY","West Palm Beach/Palm Beach, FL",Florida,-7,-24
11/1/2022,"New York, NY","West Palm Beach/Palm Beach, FL",Florida,-5,-25
11/1/2022,"New York, NY","West Palm Beach/Palm Beach, FL",Florida,-5,-20
11/1/2022,"New York, NY","West Palm Beach/Palm Beach, FL",Florida,-1,-1
11/1/2022,"New York, NY","West Palm Beach/Palm Beach, FL",Florida,0,-25
11/1/2022,"New York, NY","West Palm Beach/Palm Beach, FL",Florida,24,10
11/1/2022,"New York, NY","Portland, OR",Oregon,-5,-38
11/1/2022,"New York, NY","Portland, OR",Oregon,5,-33
11/1/2022,"New York, NY","Phoenix, AZ",Arizona,-7,-50
11/1/2022,"New York, NY","Phoenix, AZ",Arizona,-4,-34
